product_name,price,stock_quantity,location,manufacturer,expiration_date,vending_machine_id,category
Cheese - Cheddarsliced,3.86,240,39 Buhler Street,Jaxbean,2/13/2022,856,Snacks
The Pop Shoppe - Cream Soda,3.22,811,27 Corscot Avenue,Ntag,3/23/2023,857,Snacks
Shiro Miso,4.77,354,2106 Nelson Hill,Oloo,3/14/2023,858,Beverages
Yogurt - Plain,4.22,162,05986 Melody Drive,Zava,9/19/2023,859,Candy
"Wine - White, Concha Y Toro",3.05,691,80 Buena Vista Place,Tagopia,9/5/2023,860,Snacks
Plastic Arrow Stir Stick,9.71,308,41015 Sauthoff Avenue,Eazzy,2/10/2023,861,Snacks
"Chestnuts - Whole,canned",1.62,468,0 Elka Terrace,Katz,8/15/2022,862,Candy
Bagel - Everything,9.58,864,39 Boyd Place,Quatz,9/22/2023,863,Candy
Yukon Jack,4.99,861,7800 Prairieview Junction,Tagpad,1/20/2022,864,Candy
Pie Shell - 9,1.33,492,24875 Katie Trail,Youtags,7/2/2022,865,Snacks
Basil - Fresh,1.43,320,30 Washington Plaza,Leenti,10/4/2023,866,Candy
Wine - Jafflin Bourgongone,4.0,934,2 Lerdahl Place,Voonder,5/26/2023,867,Candy
Glycerine,6.02,160,6197 Hollow Ridge Point,Shufflester,1/9/2023,868,Candy
Pork - Caul Fat,6.44,427,137 Stuart Way,Mynte,8/15/2022,869,Snacks
Mangostein,7.04,973,368 Tennessee Avenue,Gabtune,5/12/2023,870,Snacks
Plate Pie Foil,1.78,230,540 Esch Way,Edgepulse,12/4/2023,871,Snacks
"Lamb - Leg, Diced",2.57,274,8 Bluejay Street,Thoughtsphere,5/6/2023,872,Beverages
Glucose,2.32,349,2781 Caliangt Circle,Dabjam,4/29/2022,873,Beverages
Mushroom Morel Fresh,2.58,830,23 Thierer Parkway,Jayo,7/25/2023,874,Snacks
Monkfish Fresh - Skin Off,2.31,974,1 Arrowood Road,Kwilith,6/29/2023,875,Candy
"Wine - White, Riesling, Semi - Dry",5.5,648,15 Sunbrook Hill,Eayo,7/3/2023,876,Beverages
"Bread - Roll, Whole Wheat",9.7,20,8 Almo Street,Blognation,11/28/2022,877,Candy
"Cheese - Brie,danish",1.47,543,16 West Drive,Devpoint,8/31/2022,878,Snacks
Table Cloth 54x54 Colour,4.48,850,03 Grayhawk Junction,Quire,12/11/2023,879,Beverages
"Gin - Gilbeys London, Dry",9.08,842,5 Hoard Hill,Kare,4/2/2023,880,Snacks
Frangelico,4.27,865,41730 Lien Drive,Rhynoodle,7/1/2022,881,Candy
Fenngreek Seed,6.02,914,6722 Union Court,Babbleopia,11/14/2023,882,Beverages
Arizona - Plum Green Tea,2.84,133,9267 West Street,Mydeo,12/11/2023,883,Candy
Sugar - Individual Portions,7.83,540,9 Pepper Wood Court,Photobug,11/24/2023,884,Snacks
Sprouts - Onion,4.25,300,6 Victoria Plaza,Mita,8/20/2023,885,Candy
"Nestea - Ice Tea, Diet",3.2,286,6 Eastlawn Trail,Edgeify,3/3/2022,886,Beverages
Chocolate Liqueur - Godet White,2.21,650,66360 Union Park,Kanoodle,2/7/2023,887,Beverages
Cleaner - Bleach,9.15,378,771 Onsgard Road,Eayo,11/28/2022,888,Beverages
Beef - Salted,4.91,440,41 Harbort Way,Linkbridge,6/25/2022,889,Candy
Mushroom Morel Fresh,8.63,689,6 Loeprich Crossing,Edgeclub,3/4/2022,890,Snacks
Pasta - Orecchiette,9.14,141,531 Hollow Ridge Trail,Zoombeat,12/11/2022,891,Snacks
"Pasta - Linguini, Dry",4.41,78,2867 Mosinee Court,Buzzster,6/13/2022,892,Snacks
Wonton Wrappers,5.18,218,03 Sullivan Point,Shufflester,11/30/2022,893,Candy
Bread Base - Goodhearth,1.15,819,14779 Arizona Place,Dynava,3/9/2023,894,Candy
Spinach - Baby,5.15,459,9 8th Park,Topdrive,3/30/2022,895,Snacks
Cake - Miini Cheesecake Cherry,6.34,197,3 Sutherland Court,Feedfire,12/13/2022,896,Beverages
Chickhen - Chicken Phyllo,1.94,413,5 Calypso Place,Kaymbo,4/7/2022,897,Snacks
Ice Cream Bar - Drumstick,3.45,463,674 Amoth Street,Youspan,5/21/2022,898,Beverages
Schnappes Peppermint - Walker,4.88,907,8 Village Alley,Tazz,9/30/2022,899,Beverages
"Salsify, Organic",7.65,773,6665 Surrey Parkway,Brainverse,6/19/2023,900,Snacks
"Tomatoes - Vine Ripe, Red",8.66,821,351 Lakeland Terrace,Kanoodle,9/29/2023,901,Candy
"Veal - Shank, Pieces",1.25,127,89 Killdeer Road,Realbridge,12/19/2023,902,Candy
"Chocolate - Milk, Callets",4.9,732,7 Valley Edge Drive,Reallinks,9/11/2023,903,Snacks
Croissants Thaw And Serve,7.89,691,79420 Evergreen Park,Izio,10/16/2023,904,Snacks
Gelatine Leaves - Bulk,4.09,181,7 Morrow Center,Fivebridge,4/16/2023,905,Snacks
Crab - Imitation Flakes,2.63,760,35994 Memorial Center,Eazzy,10/23/2022,906,Snacks
Flower - Leather Leaf Fern,2.64,490,35977 Pearson Circle,Ooba,10/17/2022,907,Candy
Wine - Sogrape Mateus Rose,3.4,376,370 Valley Edge Parkway,Yakitri,2/27/2023,908,Beverages
Beans - Butter Lrg Lima,3.29,757,7 Eastlawn Terrace,Jabbersphere,10/6/2023,909,Snacks
Wine - Masi Valpolocell,5.41,860,2076 Butterfield Plaza,Zoonder,1/4/2023,910,Candy
Jolt Cola,6.46,950,4228 Caliangt Crossing,Jaxworks,12/25/2022,911,Snacks
"Lamb - Pieces, Diced",6.9,961,403 Forest Circle,Divavu,10/30/2023,912,Snacks
"Fish - Soup Base, Bouillon",5.19,298,7369 Buhler Way,Meejo,3/18/2023,913,Snacks
The Pop Shoppe - Grape,7.8,425,33652 Everett Drive,Skyble,11/6/2022,914,Snacks
Extract - Almond,8.52,376,273 Lien Street,Dabvine,3/14/2022,915,Snacks
Tea - Lemon Scented,7.68,269,33 Morning Court,Eabox,4/21/2022,916,Beverages
Hersey Shakes,4.98,722,0891 Wayridge Crossing,Yacero,9/16/2022,917,Snacks
Longos - Assorted Sandwich,4.42,317,3856 Northport Plaza,Yodo,6/18/2022,918,Beverages
Persimmons,7.46,739,1 Bluejay Place,Meembee,4/19/2022,919,Candy
Canada Dry,7.63,869,786 Oak Avenue,Skipfire,1/14/2023,920,Snacks
Waffle Stix,3.72,588,04665 Spohn Drive,Quatz,8/10/2022,921,Snacks
Chevril,9.37,631,01931 Corscot Street,Jabberbean,4/6/2023,922,Candy
"Lamb - Whole, Frozen",3.93,185,82 Grayhawk Terrace,Miboo,5/10/2022,923,Candy
Jameson Irish Whiskey,9.38,462,5406 Sunnyside Drive,Zoombox,11/30/2022,924,Snacks
Beer - Maudite,8.85,354,3028 North Court,Feedbug,12/6/2022,925,Snacks
"Soup - Knorr, French Onion",6.92,506,2274 Browning Crossing,Abatz,11/22/2023,926,Snacks
Trout - Smoked,1.52,98,20 Armistice Plaza,Meeveo,8/30/2022,927,Beverages
Bag Stand,5.52,939,47116 Homewood Alley,Bubbletube,10/1/2023,928,Candy
Bar Bran Honey Nut,5.95,76,84 Packers Drive,Ailane,1/11/2023,929,Candy
"Bread - Pita, Mini",7.92,887,79789 Red Cloud Center,Trupe,6/17/2023,930,Snacks
Bread - Raisin Walnut Oval,6.27,70,1 Mallard Point,Twimbo,6/26/2023,931,Candy
Ice Cream Bar - Oreo Sandwich,8.19,132,69 Elmside Junction,Mynte,11/16/2022,932,Beverages
Broom - Corn,7.74,862,9383 Katie Park,Buzzbean,2/23/2023,933,Candy
"Lentils - Red, Dry",6.71,508,37 Old Gate Avenue,Tekfly,6/12/2022,934,Candy
Milk - Condensed,5.1,245,25 Mariners Cove Lane,Jabbersphere,3/15/2023,935,Candy
Bagel - Sesame Seed Presliced,1.45,774,815 Schiller Circle,Yombu,11/9/2023,936,Candy
Tea - Camomele,7.16,640,09 Paget Junction,Janyx,3/15/2023,937,Beverages
Prunes - Pitted,4.74,639,7 Nova Parkway,Fliptune,4/17/2022,938,Candy
Sage - Ground,6.53,108,35447 Shelley Avenue,Buzzshare,12/23/2023,939,Beverages
Seabream Whole Farmed,5.37,844,82 Lien Park,Quinu,8/22/2022,940,Snacks
Salt And Pepper Mix - White,5.13,144,6290 Sunnyside Circle,Oyoloo,12/21/2022,941,Beverages
Chicken - White Meat With Tender,5.98,608,321 Starling Circle,Realblab,1/31/2022,942,Candy
"Beef - Rouladin, Sliced",5.44,440,46 Rutledge Junction,Gevee,11/10/2022,943,Beverages
Milk - 1%,4.13,97,470 Prentice Pass,Fliptune,10/15/2022,944,Snacks
Cranberries - Dry,7.63,881,15 Brickson Park Place,Babbleopia,2/6/2022,945,Beverages
Cheese - Brie,2.32,198,221 Kingsford Lane,Aimbo,3/29/2022,946,Snacks
"Pasta - Fusili, Dry",3.05,193,2 Gerald Hill,Edgewire,7/23/2022,947,Beverages
Emulsifier,8.11,742,922 Melby Lane,Jabberbean,9/7/2023,948,Snacks
Radish,5.62,731,6 Mallard Circle,Aimbu,10/3/2022,949,Beverages
Peppercorns - Green,4.87,306,8406 Thompson Hill,Trudeo,1/8/2023,950,Beverages
"Syrup - Monin, Swiss Choclate",9.2,675,7034 Dottie Street,Tagfeed,8/16/2023,951,Candy
Mushroom - Lg - Cello,6.82,265,17994 Buena Vista Avenue,Camimbo,10/26/2022,952,Beverages
Turnip - Mini,8.24,306,70067 Graceland Street,Topiczoom,6/19/2023,953,Beverages
Bread Base - Gold Formel,1.04,707,2 Forest Court,Realfire,6/5/2022,954,Beverages
"Wine - White, Schroder And Schyl",2.98,41,65 Anhalt Avenue,Jaxnation,8/24/2022,955,Beverages
Flour - Bread,8.22,142,6 Declaration Circle,Fivechat,2/20/2022,956,Beverages
Bread - Italian Corn Meal Poly,4.86,959,17 Fieldstone Court,Twitterlist,3/25/2023,957,Beverages
Ecolab - Ster Bac,8.83,152,572 Lotheville Trail,Chatterpoint,4/17/2023,958,Snacks
Knife Plastic - White,6.21,635,04 Butterfield Court,Skaboo,10/4/2022,959,Snacks
Papayas,7.34,772,9563 Luster Place,Twinder,5/8/2022,960,Candy
Napkin Colour,3.24,580,1 Merry Drive,Demivee,6/20/2023,961,Beverages
"Beans - Long, Chinese",8.23,316,179 Summerview Trail,Plambee,4/10/2022,962,Candy
Truffle - Whole Black Peeled,5.48,992,004 Arrowood Plaza,Thoughtblab,1/31/2023,963,Candy
Coffee Cup 8oz 5338cd,4.71,320,587 Laurel Park,Skalith,2/9/2022,964,Snacks
Ecolab - Ster Bac,6.83,140,2 Independence Avenue,Innojam,1/25/2023,965,Candy
Rice - Long Grain,8.8,147,07 Vernon Crossing,Buzzster,6/15/2023,966,Snacks
Cheese Cloth No 100,6.83,458,666 Marquette Circle,Ntags,11/21/2022,967,Snacks
Bread - Hamburger Buns,5.76,13,19447 Main Pass,Jabbertype,8/16/2023,968,Beverages
Muffin - Mix - Strawberry Rhubarb,5.29,933,43 Ludington Avenue,Photospace,11/28/2022,969,Beverages
Sansho Powder,9.87,773,48 Glacier Hill Center,Photofeed,2/1/2023,970,Candy
Chinese Foods - Thick Noodles,5.58,20,892 Prentice Alley,Skiptube,1/3/2022,971,Beverages
Sprouts - Alfalfa,5.37,882,9 Vernon Hill,Brightdog,1/27/2022,972,Candy
"Cheese - Havarti, Salsa",4.35,711,34648 8th Crossing,Talane,8/29/2023,973,Beverages
Energy Drink Bawls,8.79,39,77 Scott Center,Skyvu,6/10/2023,974,Candy
Sugar - Cubes,1.85,986,2 Mandrake Parkway,Demizz,10/8/2023,975,Candy
Muffin - Carrot Individual Wrap,8.06,492,29 Petterle Street,Kazio,8/7/2023,976,Snacks
Sauce - Mint,4.5,81,914 Crownhardt Road,Edgetag,8/19/2022,977,Snacks
Wine - Soave Folonari,1.65,488,603 Anniversary Parkway,Flashdog,4/20/2023,978,Beverages
Cup Translucent 9 Oz,9.42,97,16577 Atwood Road,Babbleset,6/24/2022,979,Candy
Flavouring Vanilla Artificial,1.2,543,7 Birchwood Pass,Leenti,12/8/2023,980,Candy
Kippers - Smoked,3.59,196,71 Oneill Lane,Yabox,8/31/2023,981,Snacks
Muffin Mix - Lemon Cranberry,3.18,260,84 Anderson Lane,Jabbersphere,9/10/2023,982,Beverages
Bread - Olive Dinner Roll,1.41,639,61512 Northland Trail,Livetube,1/11/2022,983,Beverages
Goat - Leg,2.97,485,23182 Manufacturers Lane,Yakitri,4/20/2022,984,Candy
Sea Urchin,6.05,215,632 Fairview Parkway,Photobug,4/22/2023,985,Snacks
"Pasta - Fusili, Dry",2.24,688,999 Texas Junction,Trudeo,2/17/2023,986,Beverages
"Pasta - Fettuccine, Dry",4.09,627,1 Evergreen Lane,Cogilith,10/7/2022,987,Candy
Chicken - Wieners,5.62,778,00 Dixon Park,Ainyx,9/17/2023,988,Beverages
"Pail - 15l White, With Handle",1.98,789,593 Spaight Center,Flashspan,8/30/2022,989,Candy
Sole - Fillet,4.81,268,655 Eastlawn Hill,Voomm,8/18/2022,990,Snacks
"Beef - Ground, Extra Lean, Fresh",8.77,353,99 Starling Junction,Babbleblab,4/14/2023,991,Snacks
Salmon Steak - Cohoe 6 Oz,4.19,797,6 Service Park,Rhycero,12/11/2022,992,Candy
Steam Pan Full Lid,9.95,335,959 Cherokee Plaza,Fivechat,9/15/2023,993,Snacks
Wine - Chateau Aqueria Tavel,2.07,202,4565 Spaight Plaza,Viva,11/23/2022,994,Snacks
Ice Cream - Strawberry,4.73,128,085 Butternut Circle,Trilia,9/19/2022,995,Beverages
Quail - Jumbo Boneless,5.08,161,03014 Grover Place,Katz,11/22/2023,996,Snacks
Lettuce - Frisee,2.26,937,660 Kings Avenue,Skinder,6/10/2022,997,Beverages
"Yogurt - Banana, 175 Gr",3.42,272,23415 Pine View Center,Blogtag,10/24/2022,998,Beverages
Bread - Burger,2.19,692,25869 Dawn Plaza,Blogspan,6/27/2022,999,Candy
"Chilli Paste, Hot Sambal Oelek",3.89,976,99 Columbus Lane,Rhynyx,3/26/2023,1000,Snacks
